Name: Niels
Gender: m
img_url: https://comicwiki.dk/images/a/a8/Claus_Deleuran_prisen_nomineret.png
avg_grade: 8.6

Name: Hanne
Gender: f
img_url: https://navn.ku.dk/personnavne/fornavne/fornavne-i-oldtiden/Claus-Deleuran-505px.jpg
avg_grade: 5.7

Name: Signe
Gender: f
img_url: http://www.comicsinfo.dk/Digital/thorfinnf.png
avg_grade: 11.5

Name: Troels
Gender: m
img_url: http://www.comicsinfo.dk/Digital/thorfinnf.JPG
avg_grade: 10.4

Name: Iben
Gender: f
img_url: https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/WOM_Chile_logo_(fondo_violeta).svg/1024px-WOM_Chile_logo_(fondo_violeta).svg.png
avg_grade: 10.1

